Name,PlanetOfOrigin,Intelligence,TechnicalLevel,PreferredPlanetType,PreferredClimate,Colonies,ChanceInMixedPopulation,MaxPercentageOnMixedWorlds,CiadanPresence,AccessLevel,CouncilRelations,Playable,Description
Devaronian,,SMART,INDUSTRIAL,Y,SUPERFIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Harva,,SMART,IRON,L,ARCTIC,1,0%,0%,0%,L5,UNKNOWN,FALSE,A silicon-based lifeform
Dekker,,SMART,IRON,M,OCEAN,1,0%,0%,0%,L4,OUTSIDE,FALSE,Squid-like lifeforms who have mastered the ability of spacefaring. They have to wear suits when outside the water.
Bandini,,SMART,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"A huge intelligent gastropod, twice the size of a brontosaurus.ÿAsexual reproduction, impervious to genetic degradation or mutation. This species never was able to get past the iron age stage because they are not able to manipulate small objects well enough."
Iconilas,,SMART,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ikrini,,SMART,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Anodite,,SMART,MEDIEVAL,Y,CHEMICAL,1,0%,0%,0%,L5,OUTSIDE,FALSE,"Free-spirited humanoid beings, who can draw life from theÿmanaÿaround them. Old enough Anodites can use this manipulate reality, while even younger ones have a strong connection to psionics. Because of their connection to psionics they are uninterested in high technology."
Sivvers,,SMART,MEDIEVAL,M,OCEAN,1,0%,0%,0%,L3,UNKNOWN,FALSE,"Hivers look like a giant starfish. They do not have the regenerative abilities of one, but are highly intelligent. Hivers can survive out of the water, but prefer wet environments."
Lohvo,,SMART,MEDIEVAL,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Morlog,,SMART,NONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Marro,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Skinless creatures with insectoid social organization
Xxcha,,SMART,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Xyrillian,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yacatisma,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yeti,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yiirs,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yilane,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yip-Yips,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yith,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yliis,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yolkians,,SMART,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yazirian,,SMART,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Catalyte,,SUBCOMMON,BRONZE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Thep Khufan,,SUBCOMMON,BRONZE,H,DESERT,1,0%,0%,0%,L4,OUTSIDE,FALSE,"A species resembling mummies. Their bandages can extend far distances, using them as humans do use their arms."
Limax,,SUBCOMMON,BRONZE,H,FIERY,1,0%,0%,0%,L4,OUTSIDE,FALSE,"Gelatinous, shapeshifting creatures who are carnivorous in nature. They are fond of high levels of heat, but are weak to and afraid of water."
Calivan,,SUBCOMMON,BRONZE,H,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Carggites,,SUBCOMMON,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Catteni,,SUBCOMMON,BRONZE,M,OCEAN,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Aamarain,,SUBCOMMON,BRONZE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Bulrathi,,SUBCOMMON,BRONZE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Calcinite,,SUBCOMMON,BRONZE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Caleban,,SUBCOMMON,BRONZE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Capelons,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cavalarre,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cazare,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Celareon,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Celatid,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Chozo,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Bird-like species
Draic Kin,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Giant dragon-like creatures.
Erg,,SUBCOMMON,BRONZE,L,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,A silicon-based lifeform
Kweltikwan,,SUBCOMMON,BRONZE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Characterized by a large, rotund figure, four yellow eyes and a dark blue-ish/purple skin tones save for pink on their chest/stomachs, large wide mouths, blunted fangs and small noses."
Bysill,,SUBCOMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Cascan,,SUBCOMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Catipians,,SUBCOMMON,BRONZE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Florauna,,SUBCOMMON,BRONZE,H,TROPICAL,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Cycloptic, plant-like creatures who can psionically control plants. They can generate seed bombs that unleash knockout gas or vines to trap enemies, stretch their arms far distances, generate thorns on their bodies, and merge with plant life."
Ekoplektoids,,SUBCOMMON,ELECTRIFIED,M,TEMPERATE,1,0%,0%,0%,L3,OUTSIDE,FALSE,"A humanoid frog-like race. The planet they live on keeps getting overpopulated due to their rapid rate their population grows. This high rate, however, is not due to reproductive capabilities, but  because if they sustain a hit to their back, they involuntarily split into two clones that are half the size of the original but grow to full size afterwards. For this reason they have been blocked by the Council."
Pyroviles,,SUBCOMMON,IRON,L,ARCTIC,1,0%,0%,0%,L3,OUTSIDE,FALSE,Humanoid rock-like aliens resembling golems in the form of Roman soldiers wearingÿCorinthian helmets. 
Irkens,,SUBCOMMON,IRON,H,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Akiss,Dune,SUBCOMMON,IRON,H,FIERY,1,0%,0%,0%,L2,OUTSIDE,FALSE,"Very large and dangerous intelligent reptilian animal. It is comparable to Earths mythical dragons in appearance, but evolved to become tool users."
Imsaeis,,SUBCOMMON,IRON,L,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ishtarians,,SUBCOMMON,IRON,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jakhaa,,SUBCOMMON,IRON,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Imskians,,SUBCOMMON,IRON,H,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ixtl,,SUBCOMMON,IRON,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Isanians,,SUBCOMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ithkul,,SUBCOMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Jafha,,SUBCOMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Nannokian,,SUBCOMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Humanoid, green skinned beings, they are a powerful race, able to stretch their limbs far distances and have highly enhanced hearing. "
Treecats,,SUBCOMMON,IRON,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,Six-legged cat-like creatures. Despite their feline appearance they are strict vegetarians.
Ing,,SUBCOMMON,IRON,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Ithanites,,SUBCOMMON,IRON,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Kineceleran,,SUBCOMMON,IRON,H,TROPICAL,1,0%,0%,0%,L3,OUTSIDE,FALSE,"Armored velociraptor-like humanoids, Kinecelerans have extraordinary speed, able to accelerate to 150 miles per hour in less than a minute, a speed they can maintain for almost another minute."
Ly-Cilph,,SUBCOMMON,MEDIEVAL,M,FIERY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lucratians,,SUBCOMMON,MEDIEVAL,M,SUBTROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Loomi,,SUBCOMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Loryc,,SUBCOMMON,MEDIEVAL,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lumas,,SUBCOMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Luminoth,,SUBCOMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lunarian,,SUBCOMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lunarians,,SUBCOMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Luria,,SUBCOMMON,MEDIEVAL,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lombaxes,,SUBCOMMON,MEDIEVAL,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Lumartone,,SUBCOMMON,MEDIEVAL,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Mor-Taxans,,SUBCOMMON,NONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Orsians,,SUBCOMMON,RENAISSANCE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Orkans,,SUBCOMMON,RENAISSANCE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zarbi,,SUBCOMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zinoboppian,,SUBCOMMON,STONE,M,DESERT,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zirkonian,,SUBCOMMON,STONE,M,MARSHY,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Deep Ones,,SUBCOMMON,STONE,M,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,Fish-like humanoids who serve and worship the Great Old Ones known as Father Dagon and Mother Hydra.
Scwozzworts,,SUBCOMMON,STONE,M,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,A squid-like non-humanoid species
Volann,,SUBCOMMON,STONE,M,OCEAN,1,0%,0%,0%,L5,UNKNOWN,FALSE,"Fish-like aliens, they are similar to several Earth marine creatures, such as alligators, sharks, and anglerfish. That have a luminescent dangle, the ability to withstand increased amounts of pressure, and the ability to swim at great speeds by combining their legs into a tail, making them resemble aÿmerman. They are also voracious eaters, able to unhinge their jaws to bite into much larger objects and even rip through steel."
Cryons,,SUBCOMMON,STONE,N,SUBARCTIC,1,0%,0%,0%,L5,UNKNOWN,FALSE,"A crystalline humanoid race, they cannot survive temperatures above the freezing point, boiling and steaming in said temperatures."
Camarean,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L5,UNKNOWN,FALSE,A cephalopods-like species of which hardly anything is known.
Trolls,,SUBCOMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L2,PROTECTED,FALSE,"Troll-like beings that are characterized by their horns and grey colored skin. Physically very though, though they do not regenerate."
Virdian,,SUBCOMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yomingans,,SUBCOMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yor,,SUBCOMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zalkonians,,SUBCOMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zalmaridans,,SUBCOMMON,STONE,H,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zenacians,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zerlog,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zin,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zisuili,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zoni,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zymerianns,,SUBCOMMON,STONE,M,TEMPERATE,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Yorn,,SUBCOMMON,STONE,H,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zomarani,,SUBCOMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zoq-myat-alan,,SUBCOMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
Zorgons,,SUBCOMMON,STONE,M,TROPICAL,1,0%,0%,0%,L6,UNKNOWN,FALSE,"Though some untraceable source mentions this species, hardly anything is known about it (them? They?)"
